frame_00116.jpg,117.6354,1.5636,117.6354
frame_00117.jpg,119.0679,1.5967,119.0679
frame_00118.jpg,120.2762,1.5784,120.2762
frame_00119.jpg,121.4881,1.5666,121.4881
frame_00120.jpg,122.8420,1.5807,122.8420
frame_00121.jpg,124.0473,1.5673,124.0473
frame_00122.jpg,125.4311,1.5891,125.4311
frame_00123.jpg,126.5966,1.5663,126.5966
frame_00124.jpg,128.0137,1.5990,128.0137
frame_00125.jpg,129.1690,1.5691,129.1690
frame_00126.jpg,130.4162,1.5643,130.4162
frame_00127.jpg,131.7101,1.5668,131.7101
frame_00128.jpg,132.9839,1.5662,132.9839
frame_00129.jpg,134.2622,1.5663,134.2622
frame_00130.jpg,135.0384,1.7115,135.0384
frame_00131.jpg,136.3264,1.5163,136.3264
frame_00132.jpg,138.1580,1.5775,138.1580
frame_00133.jpg,139.3565,1.5638,139.3565
frame_00134.jpg,140.6533,1.5668,140.6533
frame_00135.jpg,141.9280,1.5663,141.9280
frame_00136.jpg,143.2048,1.5662,143.2048
frame_00137.jpg,141.8458,1.8072,141.8458
frame_00138.jpg,144.3646,1.4651,144.3646
frame_00139.jpg,147.1540,1.5914,147.1540
frame_00140.jpg,148.2721,1.5599,148.2721
frame_00141.jpg,149.6059,1.5682,149.6059
frame_00142.jpg,-148.2471,-1.7241,-148.2471
frame_00143.jpg,-152.1461,-1.4899,-152.1461
frame_00144.jpg,-153.3950,-1.5799,-153.3950
frame_00145.jpg,73.5596,0.5324,73.5596
frame_00146.jpg,155.9714,1.6510,155.9714
frame_00147.jpg,157.1243,1.5491,157.1243
frame_00148.jpg,158.5627,1.5705,158.5627
frame_00149.jpg,159.8075,1.5652,159.8075
frame_00150.jpg,161.0949,1.5667,161.0949
frame_00151.jpg,162.3684,1.5661,162.3684
frame_00152.jpg,163.6487,1.5665,163.6487
frame_00153.jpg,164.3719,1.6968,164.3719
frame_00154.jpg,-146.6725,-2.0271,-146.6725
frame_00155.jpg,-167.5989,-1.5259,-167.5989
frame_00156.jpg,-168.6916,-1.5844,-168.6916
frame_00157.jpg,-170.0474,-1.5735,-170.0474
frame_00158.jpg,-130.7428,-0.8336,-130.7428
frame_00159.jpg,170.9450,1.7476,170.9450
frame_00160.jpg,173.5912,1.5361,173.5912
frame_00161.jpg,175.1885,1.5734,175.1885
frame_00162.jpg,176.4092,1.5641,176.4092
frame_00163.jpg,177.7091,1.5675,177.7091
frame_00164.jpg,178.9735,1.5655,178.9735
frame_00165.jpg,180.2612,1.5670,180.2612
frame_00166.jpg,-176.2209,-1.7841,-176.2209
frame_00167.jpg,-182.9250,-1.5472,-182.9250
frame_00168.jpg,-184.0536,-1.5803,-184.0536
frame_00169.jpg,-185.3737,-1.5742,-185.3737
frame_00170.jpg,-183.9654,-1.7130,-183.9654
frame_00171.jpg,-188.0141,-1.5542,-188.0141
frame_00172.jpg,-189.3070,-1.5394,-189.3070
frame_00173.jpg,-189.8459,-1.4524,-189.8459
frame_00174.jpg,-191.5474,-1.4839,-191.5474
frame_00175.jpg,-191.6880,-1.4186,-191.6880
frame_00176.jpg,-193.1730,-1.4285,-193.1730
frame_00177.jpg,-194.5300,-1.4330,-194.5300
frame_00178.jpg,-196.9267,-1.5331,-196.9267
frame_00179.jpg,-197.4849,-1.4569,-197.4849
frame_00180.jpg,-199.0596,-1.4790,-199.0596
frame_00181.jpg,-199.7852,-1.4457,-199.7852
frame_00182.jpg,-200.8961,-1.4386,-200.8961
frame_00183.jpg,-202.1737,-1.4398,-202.1737
frame_00184.jpg,-203.5351,-1.4452,-203.5351
frame_00185.jpg,-204.9774,-1.4553,-204.9774
frame_00186.jpg,-206.6158,-1.4835,-206.6158
frame_00187.jpg,-207.7385,-1.4755,-207.7385
